   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   3.0741596646344238E-005  -4.9786641766352696E-003   1.8345774012609518E-003
  -2.9718750071849875E-005  -9.9570561435208052E-003   3.6691548025219035E-003
  -1.8136075209718161E-004  -1.4933505352816269E-002   5.5037322037828551E-003
  -4.2413352448128494E-004  -1.9906341908592529E-002   7.3383096050438070E-003
  -7.5795560245928151E-004  -2.4873897127181462E-002   9.1728870063047582E-003
  -1.1827149687864691E-003  -2.9834504097119019E-002   1.1007464407565710E-002
  -1.6982690913265319E-003  -3.4786498238493543E-002   1.2842041808826662E-002
  -2.3044449708798931E-003  -3.9728217861511782E-002   1.4676619210087614E-002
  -3.0010391992348340E-003  -4.4658004724095007E-002   1.6511196611348564E-002
  -3.7878180274236728E-003  -4.9574204588318349E-002   1.8345774012609516E-002
  -4.6645174441589665E-003  -5.4475167775506331E-002   2.0180351413870468E-002
  -5.6308432644253115E-003  -5.9359249719798647E-002   2.2014928815131420E-002
  -6.6864712281960448E-003  -6.4224811520000230E-002   2.3849506216392372E-002
  -7.8310471092417067E-003  -6.9070220489530362E-002   2.5684083617653324E-002
  -9.0641868339942366E-003  -7.3893850704286987E-002   2.7518661018914276E-002
  -1.0385476610426436E-002  -7.8694083548240645E-002   2.9353238420175228E-002
  -1.1794473066904065E-002  -8.3469308256577335E-002   3.1187815821436180E-002
  -1.3290703400963277E-002  -8.8217922456206188E-002   3.3022393222697129E-002
  -1.4873665537964431E-002  -9.2938332703451282E-002   3.4856970623958081E-002
  -1.6542828299567769E-002  -9.7628955018747229E-002   3.6691548025219033E-002
  -1.8297631581975782E-002 -0.10228821541815890        3.8526125426479985E-002
  -2.0137486543881145E-002 -0.10691455044154705        4.0360702827740937E-002
  -2.2061775804058520E-002 -0.11150640767720256        4.2195280229001889E-002
  -2.4069853648532535E-002 -0.11606224628277324        4.4029857630262841E-002
  -2.6161046247253517E-002 -0.12058053750230861        4.5864435031523793E-002
  -2.8334651880207673E-002 -0.12505976517924866        4.7699012432784745E-002
  -3.0589941172886187E-002 -0.12949842626518498        4.9533589834045696E-002
  -3.2926157341033685E-002 -0.13389503132422337        5.1368167235306648E-002
  -3.5342516444594824E-002 -0.13824810503277837        5.3202744636567600E-002
  -3.7838207650772809E-002 -0.14255618667463260        5.5037322037828552E-002
  -4.0412393506112365E-002 -0.14681783063109419        5.6871899439089504E-002
  -4.3064210217515220E-002 -0.15103160686608821        5.8706476840350456E-002
  -4.5792767942094442E-002 -0.15519610140601917        6.0541054241611408E-002
  -4.8597151085769758E-002 -0.15930991681424372        6.2375631642872360E-002
  -5.1476418610504115E-002 -0.16337167265999386        6.4210209044133312E-002
  -5.4429604350078209E-002 -0.16738000598159425        6.6044786445394257E-002
  -5.7455717334296719E-002 -0.17133357174381700        6.7879363846655216E-002
  -6.0553742121518317E-002 -0.17523104328922134        6.9713941247916161E-002
  -6.3722639139396686E-002 -0.17907111278332649        7.1548518649177120E-002
  -6.6961345033719338E-002 -0.18285249165346834        7.3383096050438065E-002
  -7.0268773025226411E-002 -0.18657391102119233        7.5217673451699024E-002
  -7.3643813274289954E-002 -0.19023412212803811        7.7052250852959969E-002
  -7.7085333253331390E-002 -0.19383189675457241        7.8886828254220928E-002
  -8.0592178126852376E-002 -0.19736602763253031        8.0721405655481873E-002
  -8.4163171138950776E-002 -0.20083532884992553        8.2555983056742832E-002
  -8.7797114008192734E-002 -0.20423863624899488        8.4390560458003777E-002
  -9.1492787329707781E-002 -0.20757480781684293        8.6225137859264736E-002
